24.1Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,2024년 03월 31일,2023년 12월 31일,24.2Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,2024년 06월 30일,2023년 12월 31일,24.3Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,2024년 09월 30일,2023년 12월 31일,24.4Q,F&F,F&F Shanghai,FnF HONGKONG,F&F 베트남,빅텐츠,엔터테인먼트,세르지오,단순합계,연결분개 DR,연결분개 CR,Dr,Cr,2024년 12월 31일,2023년 12월 31일
기타포괄손익-공정가치측정금융자산,0,0,0,0,0,0,0,0,,,0,0,기타포괄손익-공정가치측정금융자산,0,0,0,0,0,0,0,0,,,0,0,기타포괄손익-공정가치측정금융자산,0,0,0,0,0,0,0,0,,,0,0,기타포괄손익-공정가치측정금융자산,0,0,0,0,0,0,0,0,,,,,0,0
상각후원가 금융자산,0,0,0,0,0,0,0,0,,,0,0,상각후원가 금융자산,0,0,0,0,0,0,0,0,,,0,0,상각후원가 금융자산,0,0,0,0,0,0,0,0,,,0,0,상각후원가 금융자산,0,0,0,0,0,0,0,0,,,,,0,0
관계기업및종속기업투자,"685,505,271,269",0,0,0,0,0,0,"685,505,271,269","66,844,710,190","119,225,849,391","633,124,132,068","633,927,046,479",관계기업및종속기업투자,"685,691,216,220",0,0,0,0,0,0,"685,691,216,220","66,044,772,752","119,225,849,391","632,510,139,581","633,927,046,479",관계기업및종속기업투자,"662,269,196,995",0,0,0,0,0,0,"662,269,196,995","91,738,058,875","119,225,849,391","634,781,406,479","633,927,046,479",관계기업및종속기업투자,"662,308,037,759",0,0,0,0,0,0,"662,308,037,759","109,391,315,912","119,225,849,391",,,6.52E+11,6.34E+11
영업지원보증금대손충당금,0,0,0,0,0,0,0,0,,,0,0,영업지원보증금대손충당금,0,0,0,0,0,0,0,0,,,0,0,영업지원보증금대손충당금,0,0,0,0,0,0,0,0,,,0,0,영업지원보증금대손충당금,0,0,0,0,0,0,0,0,,,,,0,0
(2)유형자산,"130,119,432,450","6,651,645,463","3,560,475,894",0,"61,101,533","416,609,343","47,916,019","140,857,180,702",,,"140,857,180,702","135,167,805,292",(2)유형자산,"181,330,001,304","6,935,755,023","3,397,764,283",0,"56,137,373","394,132,000","65,707,521","192,179,497,504",,,"192,179,497,504","135,167,805,292",(2)유형자산,"224,641,644,983","6,775,137,174","2,649,430,962",0,"51,674,213","375,832,941","64,369,666","234,558,089,938",,,"234,506,415,725","135,167,805,292",(2)유형자산,"491,253,102,724","7,121,376,255","2,478,647,021",0,"51,674,213","383,404,621","70,859,498","501,359,064,331",,,,,5.01E+11,1.35E+11
토지,"27,097,310,501",0,0,0,0,0,0,"27,097,310,501",,,"27,097,310,501","27,097,310,501",토지,"27,097,310,501",0,0,0,0,0,0,"27,097,310,501",,,"27,097,310,501","27,097,310,501",토지,"75,363,955,141",0,0,0,0,0,0,"75,363,955,141",,,"75,363,955,141","27,097,310,501",토지,"345,733,388,934",0,0,0,0,0,0,"345,733,388,934",,,,,3.46E+11,27097310501
건물,"17,058,568,744",0,0,0,0,0,0,"17,058,568,744",,,"17,058,568,744","17,058,568,744",건물,"17,058,568,744",0,0,0,0,0,0,"17,058,568,744",,,"17,058,568,744","17,058,568,744",건물,"17,058,568,744",0,0,0,0,0,0,"17,058,568,744",,,"17,058,568,744","17,058,568,744",건물,"17,058,568,744",0,0,0,0,0,0,"17,058,568,744",,,,,17058568744,17058568744
건물감가상각누계액,"-1,410,113,187",0,0,0,0,0,0,"-1,410,113,187",,,"-1,410,113,187","-1,289,246,341",건물감가상각누계액,"-1,530,980,031",0,0,0,0,0,0,"-1,530,980,031",,,"-1,530,980,031","-1,289,246,341",건물감가상각누계액,"-1,651,846,877",0,0,0,0,0,0,"-1,651,846,877",,,"-1,651,846,877","-1,289,246,341",건물감가상각누계액,"-1,772,713,720",0,0,0,0,0,0,"-1,772,713,720",,,,,-1772713720,-1289246341
건물부속설비,"2,243,002,258",0,0,0,0,0,0,"2,243,002,258",,,"2,243,002,258","2,243,002,258",건물부속설비,"2,243,002,258",0,0,0,0,0,0,"2,243,002,258",,,"2,243,002,258","2,243,002,258",건물부속설비,"2,243,002,258",0,0,0,0,0,0,"2,243,002,258",,,"2,243,002,258","2,243,002,258",건물부속설비,"2,243,002,258",0,0,0,0,0,0,"2,243,002,258",,,,,2243002258,2243002258
건물부속설비감가상각누계액,"-218,016,591",0,0,0,0,0,0,"-218,016,591",,,"-218,016,591","-199,215,440",건물부속설비감가상각누계액,"-236,817,741",0,0,0,0,0,0,"-236,817,741",,,"-236,817,741","-199,215,440",건물부속설비감가상각누계액,"-255,618,892",0,0,0,0,0,0,"-255,618,892",,,"-255,618,892","-199,215,440",건물부속설비감가상각누계액,"-274,420,044",0,0,0,0,0,0,"-274,420,044",,,,,-274420044,-199215440
구축물,0,0,0,0,0,0,0,0,,,0,0,구축물,0,0,0,0,0,0,0,0,,,0,0,구축물,0,0,0,0,0,0,0,0,,,0,0,구축물,0,0,0,0,0,0,0,0,,,,,0,0
구축물감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,구축물감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,구축물감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,구축물감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0
기계장치,0,0,0,0,0,0,0,0,,,0,0,기계장치,0,0,0,0,0,0,0,0,,,0,0,기계장치,0,0,0,0,0,0,0,0,,,0,0,기계장치,0,0,0,0,0,0,0,0,,,,,0,0
기계감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,기계감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,기계감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,기계감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0
차량운반구,"626,251,804",0,0,0,"22,195,961",0,0,"648,447,765",,,"648,447,765","648,447,765",차량운반구,"626,251,804",0,0,0,"22,195,961",0,0,"648,447,765",,,"648,447,765","648,447,765",차량운반구,"626,251,804",0,0,0,"22,195,961",0,0,"648,447,765",,,"626,251,804","648,447,765",차량운반구,"626,251,804",0,0,0,"22,195,961",0,0,"648,447,765",,,,"22,195,961",626251804,648447765
차량감가상각누계액,"-156,338,739",0,0,0,"-3,846,427",0,0,"-160,185,166",,,"-160,185,166","-127,762,780",차량감가상각누계액,"-187,651,330",0,0,0,"-4,956,223",0,0,"-192,607,553",,,"-192,607,553","-127,762,780",차량감가상각누계액,"-218,963,919",0,0,0,"-6,066,019",0,0,"-225,029,938",,,"-218,963,919","-127,762,780",차량감가상각누계액,"-250,276,509",0,0,0,"-6,066,019",0,0,"-256,342,528",,,,"-6,066,019",-250276509,-127762780
임차시설물,"31,657,189,380","12,579,207,156","9,521,441,699",0,"34,780,000","280,000,000","14,856,106","54,087,474,341",,,"54,087,474,341","49,102,347,206",임차시설물,"30,357,102,886","14,069,027,490","9,599,520,357",0,"34,780,000","280,000,000","15,323,807","54,355,754,540",,,"54,355,754,540","49,102,347,206",임차시설물,"31,588,964,513","15,059,464,181","9,213,191,437",0,"34,780,000","280,000,000","14,556,072","56,190,956,203",,,"56,156,176,203","49,102,347,206",임차시설물,"32,347,966,424","16,950,875,754","10,311,308,631",0,"34,780,000","280,000,000","16,215,085","59,941,145,894",,,,"34,780,000",59906365894,49102347206
임차시설물감가상각누계액,"-13,147,181,448","-6,942,143,545","-6,457,289,329",0,"-33,779,000","-51,333,150","-14,856,228","-26,646,582,700",,,"-26,646,582,700","-22,937,742,304",임차시설물감가상각누계액,"-13,234,256,162","-8,046,816,517","-6,669,068,816",0,"-34,529,000","-65,333,100","-15,323,932","-28,065,327,527",,,"-28,065,327,527","-22,937,742,304",임차시설물감가상각누계액,"-15,002,455,881","-9,103,143,505","-6,930,183,575",0,"-34,778,000","-79,333,050","-14,556,191","-31,164,450,202",,,"-31,129,672,202","-22,937,742,304",임차시설물감가상각누계액,"-16,217,644,915","-10,729,983,169","-8,210,260,186",0,"-34,778,000","-93,333,333","-16,215,085","-35,302,214,688",,,,"-34,778,000",-35267436688,-22937742304
금형,0,0,0,0,0,0,0,0,,,0,0,금형,0,0,0,0,0,0,0,0,,,0,0,금형,0,0,0,0,0,0,0,0,,,0,0,금형,0,0,0,0,0,0,0,0,,,,,0,0
금형감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,금형감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,금형감가상각누계액,0,0,0,0,0,0,0,0,,,0,0,금형감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0
공기구비품,"14,729,969,706","2,014,004,281","1,839,269,848",0,"193,272,313","229,772,190","168,711,616","19,174,999,954",,,"19,174,999,954","18,439,780,785",공기구비품,"15,526,451,356","2,083,464,314","1,861,892,288",0,"193,272,313","232,832,190","198,135,289","20,096,047,750",,,"20,096,047,750","18,439,780,785",공기구비품,"16,179,471,811","1,958,301,166","1,797,544,251",0,"193,272,313","240,302,181","198,637,039","20,567,528,761",,,"20,374,256,448","18,439,780,785",공기구비품,"17,636,415,428","2,265,024,967","2,022,474,618",0,"193,272,313","275,314,154","230,567,765","22,623,069,245",,,,"193,272,313",22429796932,18439780785
공기구비품감가상각누계액,"-5,221,756,416","-999,422,429","-1,345,726,658",0,"-151,521,314","-41,829,697","-120,795,475","-7,881,051,989",,,"-7,881,051,989","-6,903,347,340",공기구비품감가상각누계액,"-5,902,014,833","-1,169,920,264","-1,394,579,546",0,"-154,625,678","-53,367,090","-132,427,643","-8,806,935,054",,,"-8,806,935,054","-6,903,347,340",공기구비품감가상각누계액,"-6,611,716,258","-1,139,484,668","-1,431,121,151",0,"-157,730,042","-65,136,190","-134,267,255","-9,539,455,564",,,"-9,381,725,522","-6,903,347,340",공기구비품감가상각누계액,"-7,262,111,894","-1,364,541,297","-1,644,876,042",0,"-157,730,042","-78,576,200","-159,708,268","-10,667,543,743",,,,"-157,730,042",-10509813701,-6903347340
건설중인자산(유형),"56,860,546,438",0,"2,780,334",0,0,0,0,"56,863,326,772",,,"56,863,326,772","52,035,662,238",건설중인자산(유형),"109,513,033,852",0,0,0,0,0,0,"109,513,033,852",,,"109,513,033,852","52,035,662,238",건설중인자산(유형),"105,322,032,539",0,0,0,0,0,0,"105,322,032,539",,,"105,322,032,539","52,035,662,238",건설중인자산(유형),"101,384,676,214",0,0,0,0,0,0,"101,384,676,214",,,,,1.01E+11,52035662238
(3)투자부동산,0,0,0,0,0,0,0,0,,,0,0,(3)투자부동산,0,0,0,0,0,0,0,0,,,0,0,(3)투자부동산,0,0,0,0,0,0,0,0,,,0,0,(3)투자부동산,0,0,0,0,0,0,0,0,,,,,0,0
토지(투자부동산),0,0,0,0,0,0,0,0,,,0,0,토지(투자부동산),0,0,0,0,0,0,0,0,,,0,0,토지(투자부동산),0,0,0,0,0,0,0,0,,,0,0,토지(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0
건물(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0
건물감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0
건물부속설비(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물부속설비(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물부속설비(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물부속설비(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0
건물부속설비감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물부속설비감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물부속설비감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,0,0,건물부속설비감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0
(4)무형자산,"67,750,252,713","3,242,087,737","30,237,844",0,"25,763,448","72,467,100","64,498,128,590","135,618,937,432",,,"187,025,365,187","177,691,657,518",(4)무형자산,"70,167,793,249","3,253,118,061","21,143,917",0,"22,655,700","64,517,200","66,520,514,214","140,049,742,341",,,"191,926,580,077","177,691,657,518",(4)무형자산,"120,907,727,566","3,125,882,648","9,661,877",0,"19,547,952","56,567,301","63,180,046,392","187,299,433,736",,,"207,321,871,584","177,691,657,518",(4)무형자산,"118,515,885,011","3,294,539,097",0,0,"19,547,952","48,616,666","70,372,304,355","192,250,893,081",,,,,2.14E+11,1.78E+11
라이선스,"28,700,000,000",0,0,0,"22,916,671",0,51,"28,722,916,722","18,568,674,819","2,890,260,602","44,401,330,939","44,449,389,607",라이선스,"28,700,000,000",0,0,0,"20,166,673",0,53,"28,720,166,726","19,057,877,970","3,642,388,769","44,135,655,927","44,449,389,607",라이선스,"80,535,826,918",0,0,0,"17,416,675",0,50,"80,553,243,643","18,254,846,382","4,262,543,645","94,528,129,705","44,449,389,607",라이선스,"79,662,189,386",0,0,0,"17,416,675",0,56,"79,679,606,117","19,990,133,030","5,271,897,720",,"17,416,675",94380424752,44449389607
브랜드,0,0,0,0,0,0,"64,296,991,676","64,296,991,676","-272,053,600",,"64,024,938,076","61,296,224,499",브랜드,0,0,0,0,0,0,"66,321,191,592","66,321,191,592","-280,618,400",,"66,040,573,192","61,296,224,499",브랜드,0,0,0,0,0,0,"62,998,448,334","62,998,448,334","-266,559,200",,"62,731,889,134","61,296,224,499",브랜드,0,0,0,0,0,0,"70,178,629,168","70,178,629,168","-296,940,000",,,,69881689168,61296224499
소프트웨어,"15,156,065,136","3,167,787,737","30,237,844",0,"1,213,626","26,633,767",0,"18,381,938,110",,,"18,381,938,110","17,046,745,584",소프트웨어,"29,719,419,496","3,176,946,061","21,143,917",0,"1,013,631","24,933,867",0,"32,943,456,972",,,"32,943,456,972","17,046,745,584",소프트웨어,"28,251,254,681","3,050,386,648","9,661,877",0,"813,636","23,233,967",0,"31,335,350,809",,,"31,334,537,173","17,046,745,584",소프트웨어,"27,910,847,128","3,214,031,097",0,0,"813,636","21,533,333",0,"31,147,225,194",,,,"813,636",31146411558,17046745584
기타의무형자산,"370,242,555",0,0,0,0,"45,833,333",0,"416,075,888","17,300,160,049","1,908,578,112","15,807,657,825","11,829,772,049",기타의무형자산,"345,213,449",0,0,0,0,"39,583,333",0,"384,796,782","17,839,112,989","1,908,578,112","16,315,331,659","11,829,772,049",기타의무형자산,"320,184,342",0,0,0,0,"33,333,334",0,"353,517,676","7,492,843,964","3,058,005,012","353,517,676","11,829,772,049",기타의무형자산,"295,155,235",0,0,0,0,"27,083,333",0,"322,238,568","7,492,843,964","3,058,005,012",,"4,434,838,952",322238568,11829772049
건설중인자산(무형),"16,764,296,926",0,0,0,0,0,0,"16,764,296,926",,,"16,764,296,926","15,767,482,989",건설중인자산(무형),"4,651,349,426",0,0,0,0,0,0,"4,651,349,426",,,"4,651,349,426","15,767,482,989",건설중인자산(무형),"4,829,366,174",0,0,0,0,0,0,"4,829,366,174",,,"4,829,366,174","15,767,482,989",건설중인자산(무형),"3,684,435,016",0,0,0,0,0,0,"3,684,435,016",,,,,3684435016,15767482989
상표권,"70,212,429",0,0,0,"1,633,151",0,"201,136,863","272,982,443",,,"272,982,443","278,866,015",상표권,"62,375,211",0,0,0,"1,475,396",0,"199,322,569","263,173,176",,,"263,173,176","278,866,015",상표권,"54,537,984",0,0,0,"1,317,641",0,"181,598,008","237,453,633",,,"236,135,992","278,866,015",상표권,"46,700,779",0,0,0,"1,317,641",0,"193,675,131","241,693,551",,,,"1,317,641",240375910,278866015
회원권,"6,617,876,157","74,300,000",0,0,0,0,0,"6,692,176,157",,,"6,692,176,157","6,617,876,157",회원권,"6,617,876,157","76,172,000",0,0,0,0,0,"6,694,048,157",,,"6,694,048,157","6,617,876,157",회원권,"6,844,997,957","75,496,000",0,0,0,0,0,"6,920,493,957",,,"6,920,493,957","6,617,876,157",회원권,"6,844,997,957","80,508,000",0,0,0,0,0,"6,925,505,957",,,,,6925505957,6617876157
암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,"71,559,510","71,559,510",암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,"71,559,510","71,559,510",암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,"71,559,510","71,559,510",암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,,,71559510,71559510
영업권,0,0,0,0,0,0,0,0,"23,613,828,794","3,005,343,592","20,608,485,202","20,333,741,108",영업권,0,0,0,0,0,0,0,0,"23,816,775,650","3,005,343,592","20,811,432,058","20,333,741,108",영업권,0,0,0,0,0,0,0,0,"23,483,636,470","3,005,343,592","6,316,242,262","20,333,741,108",영업권,0,0,0,0,0,0,0,0,"24,203,523,433","3,005,343,592",,"14,162,050,616",7036129225,20333741108
(5)사용권자산,"162,587,385,397","34,263,033,800","13,586,242,667",0,"254,099,588","1,447,073,584","1,464,322,845","213,602,157,881",,,"213,602,157,881","225,390,256,797",(5)사용권자산,"155,780,891,010","40,069,548,373","11,605,823,529",0,"220,599,752","1,339,348,417","1,447,127,348","210,463,338,429",,,"210,463,338,429","225,390,256,797",(5)사용권자산,"154,541,233,684","39,122,340,643","10,964,736,431",0,"187,099,916","1,462,238,154","1,277,618,021","207,555,266,850",,,"207,368,166,934","225,390,256,797",(5)사용권자산,"146,364,944,822","47,203,070,878","11,426,174,563",0,"187,099,916","1,374,082,599","1,315,141,071","207,870,513,850",,,,,2.08E+11,2.25E+11
사용권자산,"182,423,381,986","62,091,320,140","36,178,648,637",0,"376,142,652","1,984,029,738","2,573,123,770","285,626,646,923",,,"285,626,646,923","310,063,189,012",사용권자산,"181,318,440,854","73,343,074,428","35,860,349,317",0,"376,142,652","1,984,029,738","2,654,130,934","295,536,167,923",,,"295,536,167,923","310,063,189,012",사용권자산,"185,625,184,559","77,192,168,882","36,968,564,325",0,"376,142,652","2,228,060,784","2,521,156,911","304,911,278,113",,,"304,535,135,461","310,063,189,012",사용권자산,"183,781,597,371","93,084,646,638","43,126,720,312",0,"376,142,652","2,266,138,017","2,808,503,076","325,443,748,066",,,,"376,142,652",3.25E+11,3.10E+11
사용권자산 감가상각누계액,"-19,835,996,589","-27,828,286,340","-22,592,405,970",0,"-122,043,064","-536,956,154","-1,108,800,925","-72,024,489,042",,,"-72,024,489,042","-84,672,932,215",사용권자산 감가상각누계액,"-25,537,549,844","-33,273,526,055","-24,254,525,788",0,"-155,542,900","-644,681,321","-1,207,003,586","-85,072,829,494",,,"-85,072,829,494","-84,672,932,215",사용권자산 감가상각누계액,"-31,083,950,875","-38,069,828,239","-26,003,827,894",0,"-189,042,736","-765,822,630","-1,243,538,889","-97,356,011,263",,,"-97,166,968,527","-84,672,932,215",사용권자산 감가상각누계액,"-37,416,652,549","-45,881,575,760","-31,700,545,749",0,"-189,042,736","-892,055,418","-1,493,362,004","-117,573,234,216",,,,"-189,042,736",-1.17E+11,-84672932215
(6)기타비유동자산,"22,342,028,804","16,334,641,013","3,746,156,451","9,690,477","9,617,503,821","1,017,947,936","171,851,680","53,239,820,182",,,"64,759,716,943","67,131,847,399",(6)기타비유동자산,"20,855,356,877","15,291,484,118","3,567,169,617","9,744,015","8,714,910,387","1,033,248,950","131,974,000","49,603,887,964",,,"57,478,478,715","67,131,847,399",(6)기타비유동자산,"22,812,622,339","15,645,150,568","2,946,426,805","9,565,553","8,228,026,811","1,088,419,508","125,362,000","50,855,573,584",,,"59,306,133,409","67,131,847,399",(6)기타비유동자산,"18,356,520,775","22,310,482,366","4,514,855,819","11,508,947","8,228,026,811","2,766,077,230","139,650,000","56,327,121,948",,,,,60866894367,67131847399
보증금,"18,300,827,607","5,635,155,210","2,323,823,356",0,"144,644,261","1,137,741,000","171,851,680","27,714,043,114",,,"27,714,043,114","27,946,123,370",보증금,"17,350,215,607","5,119,421,784","2,047,809,453",0,"116,478,915","1,137,741,000","131,974,000","25,903,640,759",,,"25,903,640,759","27,946,123,370",보증금,"18,768,445,607","5,442,317,226","1,784,582,849",0,"118,313,569","1,191,701,000","125,362,000","27,430,722,251",,,"27,312,408,682","27,946,123,370",보증금,"16,509,083,107","6,509,221,495","2,869,865,660","1,211,700","118,313,569","1,241,701,000","139,650,000","27,389,046,531",,,,"118,313,569",27270732962,27946123370
현재가치할인차금(임차보증금),"-2,612,452,065","-257,619,202","-220,255,292",0,0,"-130,900,450",0,"-3,221,227,009",,,"-3,221,227,009","-3,407,753,192",현재가치할인차금(임차보증금),"-2,441,475,437","-274,086,508","-185,530,167",0,0,"-116,928,441",0,"-3,018,020,553",,,"-3,018,020,553","-3,407,753,192",현재가치할인차금(임차보증금),"-2,536,709,075","-265,587,399","-173,562,084",0,0,"-117,138,578",0,"-3,092,997,136",,,"-3,092,997,136","-3,407,753,192",현재가치할인차금(임차보증금),"-2,234,356,126","-325,931,754","-176,518,224",0,0,"-106,779,856",0,"-2,843,585,960",,,,,-2843585960,-3407753192
장기매출채권,0,0,0,0,0,0,0,0,,,0,0,장기매출채권,0,0,0,0,0,0,0,0,,,0,0,장기매출채권,0,0,0,0,0,0,0,0,,,0,0,장기매출채권,0,0,0,0,0,0,0,0,,,,,0,0
장기미수금,0,0,0,0,0,0,0,0,,,0,0,장기미수금,0,0,0,0,0,0,0,0,,,0,0,장기미수금,0,0,0,0,0,0,0,0,,,0,0,장기미수금,0,0,0,0,0,0,0,0,,,,,0,0
장기선급금,0,0,0,0,"3,988,590,000",0,0,"3,988,590,000",,,"3,988,590,000","3,988,590,000",장기선급금,0,0,0,0,"3,942,150,000",0,0,"3,942,150,000",,,"3,942,150,000","3,988,590,000",장기선급금,0,0,0,0,"3,702,150,000",0,0,"3,702,150,000",,,0,"3,988,590,000",장기선급금,0,0,0,0,"3,702,150,000",0,0,"3,702,150,000",,,,"3,702,150,000",0,3988590000
장기선급금-대손충당금,0,0,0,0,"-65,200,000",0,0,"-65,200,000",,,"-65,200,000","-65,200,000",장기선급금-대손충당금,0,0,0,0,"-65,200,000",0,0,"-65,200,000",,,"-65,200,000","-65,200,000",장기선급금-대손충당금,0,0,0,0,"-65,200,000",0,0,"-65,200,000",,,0,"-65,200,000",장기선급금-대손충당금,0,0,0,0,"-65,200,000",0,0,"-65,200,000",,,,"-65,200,000",0,-65200000
리스채권(순투자),"598,652,382",0,0,0,0,0,0,"598,652,382",,,"598,652,382","760,636,222",리스채권(순투자),"434,329,084",0,0,0,0,0,0,"434,329,084",,,"434,329,084","760,636,222",리스채권(순투자),"267,632,508",0,0,0,0,0,0,"267,632,508",,,"267,632,508","760,636,222",리스채권(순투자),"208,309,722",0,0,0,0,0,0,"208,309,722",,,,,208309722,760636222
장기선급비용,0,"104,076,316",0,0,"658,432,087",0,0,"762,508,403",,,"762,508,403","642,007,089",장기선급비용,0,0,0,0,"469,183,986",0,0,"469,183,986",,,"469,183,986","642,007,089",장기선급비용,0,0,0,0,"477,747,486",0,0,"477,747,486",,,0,"642,007,089",장기선급비용,0,0,0,0,"477,747,486",0,0,"477,747,486",,,,"477,747,486",0,642007089
확정급여자산,0,0,0,0,0,0,0,0,,,0,0,확정급여자산,0,0,0,0,0,0,0,0,,,0,0,확정급여자산,0,0,0,0,0,0,0,0,,,0,0,확정급여자산,"67,513,699",0,0,0,0,0,0,"67,513,699",,,,,67513699,0
이연법인세자산(비유동),"6,055,000,880","10,853,028,689","1,642,588,387","9,690,477","4,891,037,473","11,107,386",0,"23,462,453,292","17,174,096,238","5,654,199,477","34,982,350,053","37,267,443,910",이연법인세자산(비유동),"5,512,287,623","10,446,148,842","1,704,890,331","9,744,015","4,252,297,486","12,436,391",0,"21,937,804,688","12,986,076,971","5,111,486,220","29,812,395,439","37,267,443,910",이연법인세자산(비유동),"6,313,253,299","10,468,420,741","1,335,406,040","9,565,553","3,995,015,756","13,857,086",0,"22,135,518,475","21,418,342,703","5,671,072,247","34,819,089,355","37,267,443,910",이연법인세자산(비유동),"3,805,970,373","16,127,192,625","1,821,508,383","10,297,247","3,995,015,756","1,631,156,086",0,"27,391,140,470","15,000,272,371","3,163,789,321",,"3,063,699,576",36163923944,37267443910
자산총계,"1,765,417,302,182","271,920,242,017","64,614,517,900","54,638,181","27,464,421,545","6,893,401,744","99,287,762,640","2,235,652,286,209",,,"2,057,369,535,822","2,005,097,998,969",자산총계,"1,636,709,984,204","243,233,018,995","59,167,848,457","60,096,862","27,174,348,121","6,173,172,086","105,286,442,146","2,077,804,910,871",,,"1,926,376,983,697","2,005,097,998,969",자산총계,"1,806,476,321,621","363,370,320,251","59,838,916,189","65,102,405","20,486,144,113","10,861,164,924","97,845,409,471","2,358,943,378,973",,,"2,139,477,573,783","2,005,097,998,969",자산총계,"1,923,503,636,419","336,610,847,786","67,244,048,938","118,927,917","20,486,144,113","5,591,593,256","112,329,202,725","2,465,884,401,155",,,,,2.29E+12,2.01E+12
부채,,,,,,,0,,,,,,부채,,,,,,,0,,,,,,부채,,,,,,,0,,,,,,부채,,,,,,,0,,,,,,,
Ⅰ.유동부채,"354,160,734,061","174,209,025,494","57,363,328,476","18,083,144","3,749,027,165","1,926,697,222","13,068,493,897","604,495,389,459",,,"517,454,949,705","486,850,150,917",Ⅰ.유동부채,"195,197,227,039","125,338,905,141","52,622,104,917","17,664,811","4,255,152,320","3,867,140,637","15,764,463,591","397,062,658,455",,,"324,838,479,440","486,850,150,917",Ⅰ.유동부채,"260,933,379,866","238,067,103,336","53,188,105,343","16,297,329","2,299,517,466","4,682,127,073","4,630,769,321","563,817,299,733",,,"467,040,798,022","486,850,150,917",Ⅰ.유동부채,"305,880,926,753","218,917,752,746","59,407,686,038","37,426,088","2,299,517,466","4,177,821,410","9,779,150,220","600,500,280,721",,,,,5.22E+11,4.87E+11
매입채무,"69,103,851,626","5,104,449,650","45,034,394,002","1,912,760",0,"772,361,584","1,191,292,332","121,208,261,954","45,312,416,013",,"75,895,845,941","94,156,334,846",매입채무,"48,680,642,370","1,414,622,696","42,027,249,650","1,923,328",0,"282,667,048","3,799,402,843","96,206,507,935","33,250,528,160",,"62,955,979,775","94,156,334,846",매입채무,"115,166,449,600","63,396,571,480","43,473,366,701","1,888,102",0,0,"1,942,370,198","223,980,646,081","93,368,324,942",,"130,612,321,139","94,156,334,846",매입채무,"79,794,749,689","17,884,903,133","47,089,083,334","1,946,890",0,0,"6,030,081,439","150,800,764,485","48,115,803,573",,,,1.03E+11,94156334846
미지급금,"93,286,097,511",0,"105,132,329","14,597,408","1,011,202,625","198,611,636","1,111,348,475","95,726,989,984","21,760,024",,"95,705,229,961","104,900,877,802",미지급금,"30,102,042,676","2,096,317,565","190,586,410","14,678,056","674,819,269","124,140,563","877,333,900","34,079,918,439","39,510,567",,"34,040,407,872","104,900,877,802",미지급금,"34,212,603,732","1,937,442,714","111,400,204","14,409,227","887,828,160","747,029,770","990,020,823","38,900,734,630","102,090,537",,"37,910,815,933","104,900,877,802",미지급금,"36,053,838,652","3,925,264,198","39,385,131","35,479,198","887,828,160","369,951,060","1,600,929,347","42,912,675,746","42,793,547",,"887,828,160",,41982054039,1.05E+11
