25.1Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2025년 03월 31일,2024년 12월 31일,25.2Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2025년 06월 30일,2024년 12월 31일,25.3Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2025년 09월 30일,2024년 12월 31일,과  목, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2025년 12월 31일,2024년 12월 31일
관계기업및종속기업투자,"662,345,341,801",0,0,0,0,0,0,"662,345,341,801","85,128,744,975","95,729,438,391",,,"651,744,648,385","652,473,504,280",관계기업및종속기업투자,"662,383,764,119",0,0,0,0,0,0,"662,383,764,119","84,300,756,581","95,729,438,391",,,"650,955,082,309","652,473,504,280",관계기업및종속기업투자,"662,383,764,119",0,0,0,0,0,0,"662,383,764,119","86,502,860,904","95,729,438,391",,,"653,157,186,632","652,473,504,280",관계기업및종속기업투자,"662,383,764,119",0,0,0,0,0,0,"662,383,764,119","86,502,860,904","95,729,438,391",,,"653,157,186,632","652,473,504,280"
영업지원보증금대손충당금,0,0,0,0,0,0,0,0,,,,,0,0,영업지원보증금대손충당금,0,0,0,0,0,0,0,0,,,,,0,0,영업지원보증금대손충당금,0,0,0,0,0,0,0,0,,,,,0,0,영업지원보증금대손충당금,0,0,0,0,0,0,0,0,,,,,0,0
(2)유형자산,"494,286,731,164","5,878,714,499","1,887,108,990",0,0,"361,892,515","71,621,895","502,486,069,063",,,,,"502,486,069,063","501,307,390,118",(2)유형자산,"425,086,269,973","4,660,338,305","2,489,781,313",0,0,"339,683,834","61,471,057","432,637,544,482",,,,,"432,637,544,482","501,307,390,118",(2)유형자산,"414,572,560,312","5,132,197,316","3,082,067,343",0,0,"328,194,123","58,691,142","423,173,710,236",,,,,"423,173,710,236","501,307,390,118",(2)유형자산,"414,572,560,312","5,132,197,316","3,082,067,343",0,0,"328,194,123","58,691,142","423,173,710,236",,,,,"423,173,710,236","501,307,390,118"
토지,"345,733,388,934",0,0,0,0,0,0,"345,733,388,934",,,,,"345,733,388,934","345,733,388,934",토지,"296,576,192,295",0,0,0,0,0,0,"296,576,192,295",,,,,"296,576,192,295","345,733,388,934",토지,"288,467,190,588",0,0,0,0,0,0,"288,467,190,588",,,,,"288,467,190,588","345,733,388,934",토지,"288,467,190,588",0,0,0,0,0,0,"288,467,190,588",,,,,"288,467,190,588","345,733,388,934"
건물,"17,058,568,744",0,0,0,0,0,0,"17,058,568,744",,,,,"17,058,568,744","17,058,568,744",건물,"97,028,436,267",0,0,0,0,0,0,"97,028,436,267",,,,,"97,028,436,267","17,058,568,744",건물,"93,999,111,231",0,0,0,0,0,0,"93,999,111,231",,,,,"93,999,111,231","17,058,568,744",건물,"93,999,111,231",0,0,0,0,0,0,"93,999,111,231",,,,,"93,999,111,231","17,058,568,744"
건물감가상각누계액,"-1,893,580,566",0,0,0,0,0,0,"-1,893,580,566",,,,,"-1,893,580,566","-1,772,713,720",건물감가상각누계액,"-1,189,734,872",0,0,0,0,0,0,"-1,189,734,872",,,,,"-1,189,734,872","-1,772,713,720",건물감가상각누계액,"-1,758,296,036",0,0,0,0,0,0,"-1,758,296,036",,,,,"-1,758,296,036","-1,772,713,720",건물감가상각누계액,"-1,758,296,036",0,0,0,0,0,0,"-1,758,296,036",,,,,"-1,758,296,036","-1,772,713,720"
건물부속설비,"2,243,002,258",0,0,0,0,0,0,"2,243,002,258",,,,,"2,243,002,258","2,243,002,258",건물부속설비,"2,243,002,258",0,0,0,0,0,0,"2,243,002,258",,,,,"2,243,002,258","2,243,002,258",건물부속설비,"2,243,002,258",0,0,0,0,0,0,"2,243,002,258",,,,,"2,243,002,258","2,243,002,258",건물부속설비,"2,243,002,258",0,0,0,0,0,0,"2,243,002,258",,,,,"2,243,002,258","2,243,002,258"
건물부속설비감가상각누계액,"-293,221,195",0,0,0,0,0,0,"-293,221,195",,,,,"-293,221,195","-274,420,044",건물부속설비감가상각누계액,"-312,022,345",0,0,0,0,0,0,"-312,022,345",,,,,"-312,022,345","-274,420,044",건물부속설비감가상각누계액,"-330,823,496",0,0,0,0,0,0,"-330,823,496",,,,,"-330,823,496","-274,420,044",건물부속설비감가상각누계액,"-330,823,496",0,0,0,0,0,0,"-330,823,496",,,,,"-330,823,496","-274,420,044"
구축물,0,0,0,0,0,0,0,0,,,,,0,0,구축물,0,0,0,0,0,0,0,0,,,,,0,0,구축물,0,0,0,0,0,0,0,0,,,,,0,0,구축물,0,0,0,0,0,0,0,0,,,,,0,0
구축물감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,구축물감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,구축물감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,구축물감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0
기계장치,0,0,0,0,0,0,0,0,,,,,0,0,기계장치,0,0,0,0,0,0,0,0,,,,,0,0,기계장치,0,0,0,0,0,0,0,0,,,,,0,0,기계장치,0,0,0,0,0,0,0,0,,,,,0,0
기계감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,기계감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,기계감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,기계감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0
차량운반구,"626,251,804",0,0,0,0,0,0,"626,251,804",,,,,"626,251,804","626,251,804",차량운반구,"626,251,804",0,0,0,0,0,0,"626,251,804",,,,,"626,251,804","626,251,804",차량운반구,"626,251,804",0,0,0,0,0,0,"626,251,804",,,,,"626,251,804","626,251,804",차량운반구,"626,251,804",0,0,0,0,0,0,"626,251,804",,,,,"626,251,804","626,251,804"
차량감가상각누계액,"-281,589,099",0,0,0,0,0,0,"-281,589,099",,,,,"-281,589,099","-250,276,509",차량감가상각누계액,"-312,901,690",0,0,0,0,0,0,"-312,901,690",,,,,"-312,901,690","-250,276,509",차량감가상각누계액,"-344,214,280",0,0,0,0,0,0,"-344,214,280",,,,,"-344,214,280","-250,276,509",차량감가상각누계액,"-344,214,280",0,0,0,0,0,0,"-344,214,280",,,,,"-344,214,280","-250,276,509"
임차시설물,"32,990,253,048","17,154,654,600","10,239,163,684",0,0,"280,000,000",0,"60,664,071,332",,,,,"60,664,071,332","59,906,365,894",임차시설물,"34,044,736,944","17,128,870,068","9,594,359,575",0,0,"280,000,000",0,"61,047,966,587",,,,,"61,047,966,587","59,906,365,894",임차시설물,"33,421,257,901","18,736,997,893","10,494,602,123",0,0,"280,000,000",0,"62,932,857,917",,,,,"62,932,857,917","59,906,365,894",임차시설물,"33,421,257,901","18,736,997,893","10,494,602,123",0,0,"280,000,000",0,"62,932,857,917",,,,,"62,932,857,917","59,906,365,894"
임차시설물감가상각누계액,"-17,754,106,631","-12,075,911,047","-8,647,142,111",0,0,"-107,333,333",0,"-38,584,493,122",,,,,"-38,584,493,122","-35,267,436,688",임차시설물감가상각누계액,"-19,218,210,499","-13,156,085,946","-7,609,937,285",0,0,"-121,333,333",0,"-40,105,567,063",,,,,"-40,105,567,063","-35,267,436,688",임차시설물감가상각누계액,"-19,888,135,008","-14,276,162,560","-8,126,909,079",0,0,"-135,333,333",0,"-42,426,539,980",,,,,"-42,426,539,980","-35,267,436,688",임차시설물감가상각누계액,"-19,888,135,008","-14,276,162,560","-8,126,909,079",0,0,"-135,333,333",0,"-42,426,539,980",,,,,"-42,426,539,980","-35,267,436,688"
금형,0,0,0,0,0,0,0,0,,,,,0,0,금형,0,0,0,0,0,0,0,0,,,,,0,0,금형,0,0,0,0,0,0,0,0,,,,,0,0,금형,0,0,0,0,0,0,0,0,,,,,0,0
금형감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,금형감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,금형감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0,금형감가상각누계액,0,0,0,0,0,0,0,0,,,,,0,0
공기구비품,"18,076,459,754","2,295,266,463","2,000,828,614",0,0,"281,783,399","120,291,877","22,774,630,107",,,,,"22,774,630,107","22,429,796,932",공기구비품,"24,265,874,337","2,179,751,147","2,140,283,368",0,0,"287,870,672","116,437,472","28,990,216,996",,,,,"28,990,216,996","22,429,796,932",공기구비품,"28,017,346,260","2,258,145,836","2,204,205,460",0,0,"305,572,244","124,210,606","32,909,480,406",,,,,"32,909,480,406","22,429,796,932",공기구비품,"28,017,346,260","2,258,145,836","2,204,205,460",0,0,"305,572,244","124,210,606","32,909,480,406",,,,,"32,909,480,406","22,429,796,932"
공기구비품감가상각누계액,"-7,959,509,365","-1,495,295,517","-1,708,786,963",0,0,"-92,557,551","-48,669,982","-11,304,819,378",,,,,"-11,304,819,378","-10,509,813,701",공기구비품감가상각누계액,"-9,057,454,526","-1,492,196,964","-1,747,016,237",0,0,"-106,853,505","-54,966,415","-12,458,487,647",,,,,"-12,458,487,647","-10,509,813,701",공기구비품감가상각누계액,"-10,288,230,910","-1,586,783,853","-1,835,755,551",0,0,"-122,044,788","-65,519,464","-13,898,334,566",,,,,"-13,898,334,566","-10,509,813,701",공기구비품감가상각누계액,"-10,288,230,910","-1,586,783,853","-1,835,755,551",0,0,"-122,044,788","-65,519,464","-13,898,334,566",,,,,"-13,898,334,566","-10,509,813,701"
건설중인자산(유형),"105,740,813,478",0,"3,045,766",0,0,0,0,"105,743,859,244",,,,,"105,743,859,244","101,384,676,214",건설중인자산(유형),"392,100,000",0,"112,091,892",0,0,0,0,"504,191,892",,,,,"504,191,892","101,384,676,214",건설중인자산(유형),"408,100,000",0,"345,924,390",0,0,0,0,"754,024,390",,,,,"754,024,390","101,384,676,214",건설중인자산(유형),"408,100,000",0,"345,924,390",0,0,0,0,"754,024,390",,,,,"754,024,390","101,384,676,214"
(3)투자부동산,0,0,0,0,0,0,0,0,,,,,0,0,(3)투자부동산,"68,734,763,935",0,0,0,0,0,0,"68,734,763,935",,,,,"68,734,763,935",0,(3)투자부동산,"79,689,513,629",0,0,0,0,0,0,"79,689,513,629",,,,,"79,689,513,629",0,(3)투자부동산,"79,689,513,629",0,0,0,0,0,0,"79,689,513,629",,,,,"79,689,513,629",0
토지(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,토지(투자부동산),"49,157,196,639",0,0,0,0,0,0,"49,157,196,639",,,,,"49,157,196,639",0,토지(투자부동산),"57,266,198,346",0,0,0,0,0,0,"57,266,198,346",,,,,"57,266,198,346",0,토지(투자부동산),"57,266,198,346",0,0,0,0,0,0,"57,266,198,346",,,,,"57,266,198,346",0
건물(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,건물(투자부동산),"21,033,551,201",0,0,0,0,0,0,"21,033,551,201",,,,,"21,033,551,201",0,건물(투자부동산),"24,062,876,237",0,0,0,0,0,0,"24,062,876,237",,,,,"24,062,876,237",0,건물(투자부동산),"24,062,876,237",0,0,0,0,0,0,"24,062,876,237",,,,,"24,062,876,237",0
건물감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,건물감가상각누계액(투자부동산),"-1,455,983,905",0,0,0,0,0,0,"-1,455,983,905",,,,,"-1,455,983,905",0,건물감가상각누계액(투자부동산),"-1,639,560,954",0,0,0,0,0,0,"-1,639,560,954",,,,,"-1,639,560,954",0,건물감가상각누계액(투자부동산),"-1,639,560,954",0,0,0,0,0,0,"-1,639,560,954",,,,,"-1,639,560,954",0
건물부속설비(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,건물부속설비(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,건물부속설비(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,건물부속설비(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0
건물부속설비감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,건물부속설비감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,건물부속설비감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0,건물부속설비감가상각누계액(투자부동산),0,0,0,0,0,0,0,0,,,,,0,0
(4)무형자산,"116,732,693,490","3,251,445,604",0,0,0,"40,666,666","70,196,151,458","190,220,957,218",,,,,"210,946,933,038","213,688,769,664",(4)무형자산,"114,139,138,884","3,038,168,097",0,0,0,"32,716,666","64,918,100,980","182,128,124,627",,,,,"200,730,497,131","213,688,769,664",(4)무형자산,"111,150,903,987","2,981,868,489","207,642,737",0,0,"225,029,111","67,101,893,162","181,667,337,486",,,,,"200,216,783,037","213,688,769,664",(4)무형자산,"111,150,903,987","2,981,868,489","207,642,737",0,0,"225,029,111","67,101,893,162","181,667,337,486",,,,,"200,216,783,037","213,688,769,664"
라이선스,"78,788,551,854",0,0,0,0,0,55,"78,788,551,909","19,957,105,971","5,954,273,688",,,"92,791,384,192","94,380,424,751",라이선스,"77,914,914,321",0,0,0,0,0,54,"77,914,914,375","18,918,169,054","6,534,188,566",,,"90,298,894,863","94,380,424,751",라이선스,"77,041,276,789",0,0,0,0,0,53,"77,041,276,842","19,350,351,713","7,229,267,476",,,"89,162,361,079","94,380,424,751",라이선스,"77,041,276,789",0,0,0,0,0,53,"77,041,276,842","19,350,351,713","7,229,267,476",,,"89,162,361,079","94,380,424,751"
브랜드,0,0,0,0,0,0,"70,011,537,194","70,011,537,194","-296,233,000",,,,"69,715,304,194","69,881,689,168",브랜드,0,0,0,0,0,0,"64,755,301,091","64,755,301,091","-273,992,800",,,,"64,481,308,291","69,881,689,168",브랜드,0,0,0,0,0,0,"66,941,818,925","66,941,818,925","-283,244,400",,,,"66,658,574,525","69,881,689,168",브랜드,0,0,0,0,0,0,"66,941,818,925","66,941,818,925","-283,244,400",,,,"66,658,574,525","69,881,689,168"
소프트웨어,"26,054,871,812","3,170,773,604",0,0,0,"19,833,333",0,"29,245,478,749",,,,,"29,245,478,749","31,146,411,558",소프트웨어,"24,279,560,856","2,962,504,097",0,0,0,"18,133,333",0,"27,260,198,286",,,,,"27,260,198,286","31,146,411,558",소프트웨어,"22,232,352,963","2,903,140,489","207,642,737",0,0,"16,433,333",0,"25,359,569,522",,,,,"25,359,569,522","31,146,411,558",소프트웨어,"22,232,352,963","2,903,140,489","207,642,737",0,0,"16,433,333",0,"25,359,569,522",,,,,"25,359,569,522","31,146,411,558"
기타의무형자산,"1,230,126,128",0,0,0,0,"20,833,333",0,"1,250,959,461",0,,,,"1,250,959,461","322,238,568",기타의무형자산,"1,170,097,022",0,0,0,0,"14,583,333",0,"1,184,680,355",0,,,,"1,184,680,355","322,238,568",기타의무형자산,"960,067,915",0,0,0,0,"8,333,333",0,"968,401,248",,,,,"968,401,248","322,238,568",기타의무형자산,"960,067,915",0,0,0,0,"8,333,333",0,"968,401,248",,,,,"968,401,248","322,238,568"
건설중인자산(무형),"3,703,722,677",0,0,0,0,0,0,"3,703,722,677",,,,,"3,703,722,677","3,684,435,016",건설중인자산(무형),"3,826,982,884",0,0,0,0,0,0,"3,826,982,884",,,,,"3,826,982,884","3,684,435,016",건설중인자산(무형),"3,977,459,752",0,0,0,0,"70,689,623",0,"4,048,149,375",,,,,"4,048,149,375","3,684,435,016",건설중인자산(무형),"3,977,459,752",0,0,0,0,"70,689,623",0,"4,048,149,375",,,,,"4,048,149,375","3,684,435,016"
상표권,"38,863,552",0,0,0,0,0,"184,614,209","223,477,761",,,,,"223,477,761","240,375,910",상표권,"31,026,334",0,0,0,0,0,"162,799,835","193,826,169",,,,,"193,826,169","240,375,910",상표권,"23,189,101",0,0,0,0,"129,572,822","160,074,184","312,836,107",,,,,"312,836,107","240,375,910",상표권,"23,189,101",0,0,0,0,"129,572,822","160,074,184","312,836,107",,,,,"312,836,107","240,375,910"
회원권,"6,844,997,957","80,672,000",0,0,0,0,0,"6,925,669,957",,,,,"6,925,669,957","6,925,505,957",회원권,"6,844,997,957","75,664,000",0,0,0,0,0,"6,920,661,957",,,,,"6,920,661,957","6,925,505,957",회원권,"6,844,997,957","78,728,000",0,0,0,0,0,"6,923,725,957",,,,,"6,923,725,957","6,925,505,957",회원권,"6,844,997,957","78,728,000",0,0,0,0,0,"6,923,725,957",,,,,"6,923,725,957","6,925,505,957"
암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,,,"71,559,510","71,559,510",암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,,,"71,559,510","71,559,510",암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,,,"71,559,510","71,559,510",암호화자산,"71,559,510",,,,0,0,0,"71,559,510",,,,,"71,559,510","71,559,510"
영업권,0,0,0,0,0,0,0,0,"7,019,376,537",,,,"7,019,376,537","7,036,129,225",영업권,0,0,0,0,0,0,0,0,"6,492,384,816",,,,"6,492,384,816","7,036,129,225",영업권,0,0,0,0,0,0,0,0,"6,711,605,714",,,,"6,711,605,714","7,036,129,225",영업권,0,0,0,0,0,0,0,0,"6,711,605,714",,,,"6,711,605,714","7,036,129,225"
(5)사용권자산,"146,936,759,691","36,815,074,155","11,889,841,029",0,0,"1,374,496,225","1,204,146,039","198,220,317,139",,,,,"198,220,317,139","207,683,413,934",(5)사용권자산,"142,524,954,771","30,778,493,362","8,528,783,261",0,0,"1,324,882,635","1,013,949,990","184,171,064,019",,,,,"184,171,064,019","207,683,413,934",(5)사용권자산,"135,457,351,714","30,581,377,505","17,979,432,559",0,0,"1,191,726,951","944,996,242","186,154,884,971",,,,,"186,154,884,971","207,683,413,934",(5)사용권자산,"135,457,351,714","30,581,377,505","17,979,432,559",0,0,"1,191,726,951","944,996,242","186,154,884,971",,,,,"186,154,884,971","207,683,413,934"
사용권자산,"187,826,935,369","64,626,287,547","28,844,512,695",0,0,"2,395,688,870","1,787,705,501","285,481,129,982",,,,,"285,481,129,982","325,067,605,414",사용권자산,"188,379,802,699","54,824,004,314","25,337,483,393",0,0,"2,413,528,082","1,653,490,447","272,608,308,935",,,,,"272,608,308,935","325,067,605,414",사용권자산,"186,611,848,757","56,781,975,703","37,936,807,553",0,0,"2,413,528,082","1,709,321,959","285,453,482,054",,,,,"285,453,482,054","325,067,605,414",사용권자산,"186,611,848,757","56,781,975,703","37,936,807,553",0,0,"2,413,528,082","1,709,321,959","285,453,482,054",,,,,"285,453,482,054","325,067,605,414"
사용권자산 감가상각누계액,"-40,890,175,678","-27,811,213,392","-16,954,671,666",0,0,"-1,021,192,645","-583,559,462","-87,260,812,843",,,,,"-87,260,812,843","-117,384,191,480",사용권자산 감가상각누계액,"-45,854,847,928","-24,045,510,952","-16,808,700,132",0,0,"-1,088,645,447","-639,540,457","-88,437,244,916",,,,,"-88,437,244,916","-117,384,191,480",사용권자산 감가상각누계액,"-51,154,497,043","-26,200,598,198","-19,957,374,994",0,0,"-1,221,801,131","-764,325,717","-99,298,597,083",,,,,"-99,298,597,083","-117,384,191,480",사용권자산 감가상각누계액,"-51,154,497,043","-26,200,598,198","-19,957,374,994",0,0,"-1,221,801,131","-764,325,717","-99,298,597,083",,,,,"-99,298,597,083","-117,384,191,480"
(6)기타비유동자산,"21,164,343,946","23,526,316,575","4,534,059,835","17,841,382",0,"3,412,155,309","326,393,039","52,981,110,086",,,,,"62,154,714,380","60,866,894,367",(6)기타비유동자산,"18,642,385,560","26,076,016,304","4,244,038,060","15,969,424",0,"3,425,579,057","128,858,000","52,532,846,405",,,,,"63,057,963,499","60,866,894,367",(6)기타비유동자산,"20,063,586,576","26,809,997,422","4,921,684,142","16,080,840",0,"3,451,378,111","133,209,000","55,395,936,091",,,,,"87,961,470,007","60,866,894,367",(6)기타비유동자산,"20,063,586,576","26,809,997,422","4,921,684,142","16,080,840",0,"3,451,378,111","133,209,000","55,395,936,091",,,,,"87,961,470,007","60,866,894,367"
보증금,"17,396,346,250","6,854,939,831","2,789,371,263","4,719,875",0,"1,950,363,000","139,317,500","29,135,057,719",,,,,"29,135,057,719","27,270,732,962",보증금,"18,072,854,250","6,599,744,221","2,522,131,767","4,283,308",0,"1,989,657,000","128,858,000","29,317,528,546",,,,,"29,317,528,546","27,270,732,962",보증금,"17,137,504,250","5,689,345,195","3,144,721,874","4,373,916",0,"1,989,657,000","133,209,000","28,098,811,235",,,,,"28,098,811,235","27,270,732,962",보증금,"17,137,504,250","5,689,345,195","3,144,721,874","4,373,916",0,"1,989,657,000","133,209,000","28,098,811,235",,,,,"28,098,811,235","27,270,732,962"
현재가치할인차금(임차보증금),"-2,277,390,753","-243,590,241","-175,003,687",0,0,"-189,649,569",0,"-2,885,634,250",,,,,"-2,885,634,250","-2,843,585,960",현재가치할인차금(임차보증금),"-2,186,034,017","-196,720,958","-127,537,060",0,0,"-227,316,797",0,"-2,737,608,832",,,,,"-2,737,608,832","-2,843,585,960",현재가치할인차금(임차보증금),"-2,030,895,295","-178,869,243","-255,199,119",0,0,"-207,041,617",0,"-2,672,005,274",,,,,"-2,672,005,274","-2,843,585,960",현재가치할인차금(임차보증금),"-2,030,895,295","-178,869,243","-255,199,119",0,0,"-207,041,617",0,"-2,672,005,274",,,,,"-2,672,005,274","-2,843,585,960"
장기매출채권,0,0,0,0,0,0,0,0,,,,,0,0,장기매출채권,0,0,0,0,0,0,0,0,,,,,0,0,장기매출채권,0,0,0,0,0,0,0,0,,,,,0,0,장기매출채권,0,0,0,0,0,0,0,0,,,,,0,0
장기미수금,0,0,0,0,0,0,0,0,,,,,0,0,장기미수금,0,0,0,0,0,0,0,0,,,,,0,0,장기미수금,0,0,0,0,0,0,0,0,,,,,0,0,장기미수금,0,0,0,0,0,0,0,0,,,,,0,0
장기선급금,0,0,0,0,0,0,0,0,,,,,0,0,장기선급금,0,0,0,0,0,0,0,0,,,,,0,0,장기선급금,0,0,0,0,0,0,0,0,,,,,0,0,장기선급금,0,0,0,0,0,0,0,0,,,,,0,0
장기선급금-대손충당금,0,0,0,0,0,0,0,0,,,,,0,0,장기선급금-대손충당금,0,0,0,0,0,0,0,0,,,,,0,0,장기선급금-대손충당금,0,0,0,0,0,0,0,0,,,,,0,0,장기선급금-대손충당금,0,0,0,0,0,0,0,0,,,,,0,0
리스채권(순투자),"203,353,467",0,0,0,0,0,0,"203,353,467",,,,,"203,353,467","208,309,722",리스채권(순투자),"198,338,750",0,0,0,0,0,0,"198,338,750",,,,,"198,338,750","208,309,722",리스채권(순투자),"193,264,876",0,0,0,0,0,0,"193,264,876",,,,,"193,264,876","208,309,722",리스채권(순투자),"193,264,876",0,0,0,0,0,0,"193,264,876",,,,,"193,264,876","208,309,722"
장기선급비용,0,0,0,"2,895,645",0,0,0,"2,895,645",,,,,"2,895,645",0,장기선급비용,0,0,0,"2,406,101",0,0,0,"2,406,101",,,,,"2,406,101",0,장기선급비용,0,0,0,"2,230,601",0,0,0,"2,230,601",,,,,"2,230,601",0,장기선급비용,0,0,0,"2,230,601",0,0,0,"2,230,601",,,,,"2,230,601",0
확정급여자산,0,0,0,0,0,0,0,0,,,,,0,"67,513,699",확정급여자산,0,0,0,0,0,0,0,0,,,,,0,"67,513,699",확정급여자산,0,0,0,0,0,0,0,0,,,,,0,"67,513,699",확정급여자산,0,0,0,0,0,0,0,0,,,,,0,"67,513,699"
이연법인세자산(비유동),"5,842,034,982","16,914,966,985","1,919,692,259","10,225,862",0,"1,651,441,878","187,075,539","26,525,437,505","15,015,639,276","5,842,034,982",,,"35,699,041,799","36,163,923,944",이연법인세자산(비유동),"2,557,226,577","19,672,993,041","1,849,443,353","9,280,015",0,"1,663,238,854",0,"25,752,181,840","13,082,343,671","2,557,226,577",,,"36,277,298,934","36,163,923,944",이연법인세자산(비유동),"4,763,712,745","21,299,521,470","2,032,161,387","9,476,323",0,"1,668,762,728",0,"29,773,634,653","37,329,246,661","4,763,712,745",,,"62,339,168,569","36,163,923,944",이연법인세자산(비유동),"4,763,712,745","21,299,521,470","2,032,161,387","9,476,323",0,"1,668,762,728",0,"29,773,634,653","37,329,246,661","4,763,712,745",,,"62,339,168,569","36,163,923,944"
자산총계,"1,944,504,275,090","290,073,117,708","65,030,260,826","130,104,782",0,"7,607,664,910","108,361,927,741","2,415,707,351,057",,,,,"2,257,949,629,339","2,285,904,738,684",자산총계,"1,891,403,846,805","231,683,037,767","56,310,928,129","123,896,555",0,"8,247,865,871","99,661,509,127","2,287,431,084,254",,,,,"2,150,700,268,896","2,285,904,738,684",자산총계,"2,145,196,472,610","495,764,671,201","71,221,220,511","108,660,410",0,"7,422,086,701","111,397,042,283","2,831,110,153,716",,,,,"2,500,661,965,379","2,285,904,738,684",자산총계,"2,145,196,472,610","495,764,671,201","71,221,220,511","108,660,410",0,"7,422,086,701","111,397,042,283","2,831,110,153,716",,,,,"2,500,661,965,379","2,285,904,738,684"
부채,,,,,,,0,,,,,,,,부채,,,,,,,,,,,,,,,부채,,,,,,,0,,,,,,,,부채,,,,,,,0,,,,,,,
Ⅰ.유동부채,"308,799,292,551","172,560,287,601","57,270,590,362","36,500,722",0,"3,887,592,345","6,849,774,279","549,404,037,860",,,,,"481,444,814,260","522,109,298,846",Ⅰ.유동부채,"192,917,165,412","124,707,014,450","49,959,676,037","42,981,275",0,"4,080,682,015","6,597,724,508","378,305,243,697",,,,,"324,924,112,732","522,109,298,846",Ⅰ.유동부채,"302,646,542,392","364,920,125,159","60,057,330,703","42,162,577",0,"4,747,153,994","6,953,209,849","739,366,524,674",,,,,"573,562,602,071","522,109,298,846",Ⅰ.유동부채,"302,646,542,392","364,920,125,159","60,057,330,703","42,162,577",0,"4,747,153,994","6,953,209,849","739,366,524,674",,,,,"573,562,602,071","522,109,298,846"
매입채무,"69,813,258,362","28,622,223,317","44,833,274,883","5,360,478",0,0,"3,152,941,675","146,427,058,715","64,459,482,228",,,,"81,967,576,487","102,684,960,912",매입채무,"53,643,984,877","10,263,283,864","39,679,133,080",0,0,0,"3,361,950,244","106,948,352,065","38,494,180,512",,,,"68,454,171,553","102,684,960,912",매입채무,"139,940,576,721","131,314,883,219","47,088,875,069","5,305,720",0,0,"3,738,601,359","322,088,242,088","163,570,998,040",,,,"158,517,244,048","102,684,960,912",매입채무,"139,940,576,721","131,314,883,219","47,088,875,069","5,305,720",0,0,"3,738,601,359","322,088,242,088","163,570,998,040",,,,"158,517,244,048","102,684,960,912"
미지급금,"98,569,010,294",0,"105,735,629","31,140,244",0,"310,893,826","1,019,529,132","100,036,309,125","10,742,399",,,,"100,025,566,726","41,982,054,039",미지급금,"27,259,386,211",0,"233,262,799","42,806,309",0,"609,868,982","801,367,510","28,946,691,811","10,287,448",,,,"28,936,404,363","41,982,054,039",미지급금,"34,936,390,149",0,"102,885,935","36,856,857",0,"1,142,401,043","528,093,716","36,746,627,700","18,961,121",,,,"36,727,666,579","41,982,054,039",미지급금,"34,936,390,149",0,"102,885,935","36,856,857",0,"1,142,401,043","528,093,716","36,746,627,700","18,961,121",,,,"36,727,666,579","41,982,054,039"
유동성장기예수보증금,"10,531,761,250",0,0,0,0,0,0,"10,531,761,250",,,,,"10,531,761,250","10,841,761,250",유동성장기예수보증금,"9,980,262,650",0,0,0,0,0,0,"9,980,262,650",,,,,"9,980,262,650","10,841,761,250",유동성장기예수보증금,"8,985,262,650",0,0,0,0,0,0,"8,985,262,650",,,,,"8,985,262,650","10,841,761,250",유동성장기예수보증금,"8,985,262,650",0,0,0,0,0,0,"8,985,262,650",,,,,"8,985,262,650","10,841,761,250"
